siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81188,Units III and IV,Beta-316356,250,30,FALSE,"wood, paint applicator",,,,,conventional radiometric,,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81188,Units III and IV,OxA-21513,957,27,FALSE,"Wood, woodtinder stick",,,,,,,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81187,Unit II,Beta-351106,2420,30,FALSE,"Bone, collagen",,,,,,-16.3,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81187,Unit II,Beta-355784,3610,30,FALSE,"Bone, collagen",,,,,,-19.2,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81187,Unit II,Beta-355785,3600,30,FALSE,"Bone, collagen",,,,,,-19.2,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81187,Unit II,Beta-355786,3820,30,FALSE,"Bone, collagen",,,,,,-18.7,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81187,Unit II,Beta-363056,3420,30,FALSE,"Bone, collagen",,,,,,-18.6,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81186,Unit I,Beta-366756,1020,30,FALSE,"Bone, collagen",,,,,,-19.9,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81188,Units III and IV,Beta-366757,160,30,FALSE,"Bone, collagen",,,,,,-17.4,,,
4122,Pictograph Cave [Inscription Cave] [24YL1],Scott and Urbaniak 2014,,5064,PICTOGRF,CARD,81188,Units III and IV,Beta-366758,250,30,FALSE,"Bone, collagen",,,,,,-19.1,,,
4132,Prairie Dog Hamlet [5MT4614],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5074,PRDGHMLT,lit search,81198,Assemblage,Tx-3879,1660,70,FALSE,charcoal,,,,date inconsistent with ceramics and architecture,conventional radiometric,,,,
4132,Prairie Dog Hamlet [5MT4614],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5074,PRDGHMLT,lit search,81198,Assemblage,Tx-3880,1590,90,FALSE,charcoal,,,,date inconsistent with ceramics and architecture,conventional radiometric,,,,
4144,Aldea Sierritas [5MT2854],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5086,ALDESIER,lit search,81216,Assemblage,Tx-3883,1680,60,FALSE,charcoal,,,,date inconsistent with ceramics and architecture,conventional radiometric,,,,
4144,Aldea Sierritas [5MT2854],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5086,ALDESIER,lit search,81216,Assemblage,Tx-3884,1620,60,FALSE,charcoal,,,,date inconsistent with ceramics and architecture,conventional radiometric,,,,
4212,Pretty Head [39LM232],Johnson and Stanley 2007,https://doi.org/10.5479/si.00810223.47.1,5181,PRETTYHD,lit search,81317,Assemblage,SMU-2734,1002,42,FALSE,charred wood,,,,,conventional radiometric,,,,
4212,Pretty Head [39LM232],Smithsonian Institution Radiocarbon Measurements IV,https://doi.org/10.1017/S0033822200000631,5181,PRETTYHD,lit search,81317,Assemblage,SI-165,520,80,FALSE,juniper wood,,,,,conventional radiometric,,,,
4212,Pretty Head [39LM232],Smithsonian Institution Radiocarbon Measurements IV,https://doi.org/10.1017/S0033822200000631,5181,PRETTYHD,lit search,81317,Assemblage,SI-166,650,140,FALSE,juniper wood,,,,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81329,Toyah,Tx-2939,630,50,FALSE,charcoal,,,70-80cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81326,Austin Focus,Tx-2960,1130,50,FALSE,charcoal,,,150-160cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81326,Austin Focus,Tx-2961,1030,50,FALSE,charcoal,,,140-150cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81326,Austin Focus,Tx-2962,950,50,FALSE,charcoal,,,100-110cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81331,Transitional Archaic Zone I,Tx-2941,1340,60,FALSE,charcoal,,,140-150cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81331,Transitional Archaic Zone I,Tx-2942,1570,60,FALSE,charcoal,,,140-150cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81326,Austin Focus,Tx-2940,1380,100,FALSE,charcoal,,,110-120cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81329,Toyah,Tx-2963,770,100,FALSE,charcoal,,,90-100cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81327,Late Archaic,Tx-2958,4150,140,FALSE,charcoal,,,240-250cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81332,Transitional Archaic Zone II,Tx-2964,1770,140,FALSE,charcoal,,,170-180cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81330,Transitional,Tx-2959,2110,150,FALSE,charcoal,,,220-230cm,,conventional radiometric,,,,
4221,Bear Creek Shelter [41HI17],UNIVERSITY OF TEXAS RADIOCARBON DATES XIII,https://doi.org/10.1017/S0033822200004392,5190,BEARCRSH,lit search,81327,Late Archaic,Tx-2965,2380,220,FALSE,charcoal,,,250-260cm,,conventional radiometric,,,,
4245,Lewisville 1978-1980,Illinois State Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,5214,LEWISVL2,CARD,81374,Assemblage,ISGS-593,26610,310,FALSE,"Charcoal, charred organic matter",,,,hearth covered by river deposits,accelerator mass spectrometry,-25,,,
4245,Lewisville 1978-1980,Perttula 2004,,5214,LEWISVL2,CARD,81374,Assemblage,Beta-487,40000,NA,TRUE,"Other, lignite",,,,Hearth,conventional radiometric,,,,
4245,Lewisville 1978-1980,Perttula 2004,,5214,LEWISVL2,CARD,81374,Assemblage,O-235,37000,NA,TRUE,"Other, lignite",,,,Hearth,conventional radiometric,,,,
4245,Lewisville 1978-1980,Perttula 2004,,5214,LEWISVL2,CARD,81374,Assemblage,O-248,37000,NA,TRUE,"Other, lignite",,,,Hearth,conventional radiometric,,,,
4245,Lewisville 1978-1980,Perttula 2004,,5214,LEWISVL2,CARD,81374,Assemblage,UCLA-110,38000,NA,TRUE,"Other, lignite",,,,Hearth,conventional radiometric,,,,
4251,Fern Cave,16894,,5220,FERNCAVE,researcher contributed,355376,Bone Dome Pit Ledge 2,CAMS-22035,11840,50,FALSE,bone,Dasypus bellus,Osteoderm,,,,,,,
4251,Fern Cave,16894,,5220,FERNCAVE,researcher contributed,355376,Bone Dome Pit Ledge 2,CAMS-22035,12310,70,FALSE,bone,Megalonyx sp.,Phalanx 2,,,,,,,
4286,Brown [34GD1],University of Wisconsin Radiocarbon Dates III,https://doi.org/10.1017/S0033822200000710,5256,BROWNOK,CARD,81444,Assemblage,WIS-123,700,70,FALSE,Charcoal,,,,Test Pit 1,conventional radiometric,,,,
4329,Elliott [14GE312],University of Georgia Radiocarbon Dates V,https://doi.org/10.1017/S0033822200003210,5330,ELIOT312,lit search,81556,Assemblage,UGa-381,1935,75,FALSE,charcoal,,,,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],Perttula 2004,,5331,KINCADSH,lit search,81560,Zone 5,TX-63,7900,800,FALSE,unknown,,,,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-5,1045,55,FALSE,charcoal,,,30-36 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-6,1120,60,FALSE,charcoal,,,30-36 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-20,10365,110,FALSE,snail shells,Gastropoda,,96-102 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,5331,KINCADSH,lit search,81560,Zone 5,Tx-213,750,130,FALSE,charcoal,,,,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-12,1765,145,FALSE,charcoal,,,66-72 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-18,9110,155,FALSE,snail shells,Gastropoda,,84-90 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-17,10025,185,FALSE,snail shells,Gastropoda,,84-90 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-19,10065,185,FALSE,snail shells,Gastropoda,,90-96 in,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,5331,KINCADSH,lit search,81560,Zone 5,Tx-212,1300,260,FALSE,charcoal,,,,,conventional radiometric,,,,
4330,Kincaid Shelter [41UV2],UNIVERSITY OF TEXAS RADIOCARBON DATES I,https://doi.org/10.1017/S0033822200036493,5331,KINCADSH,lit search,81560,Zone 5,Tx-13,6695,360,FALSE,"charcoal, snail shells",Gastropoda,,12-18 in,,conventional radiometric,,,,
4353,Fairport Harbor [33LA5],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,5355,FAIRPORT,lit search,81593,Assemblage,M-2069,180,100,FALSE,charcoal,,,,date rejected as contaminated,conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1556,760,45,FALSE,Charcoal,,,,"Stratum II, Feature 8, pit with intrusive firepit, 0-10 cmbs",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1655,980,45,FALSE,Charcoal,,,,"Stratum II, Feature 26, pit, 5-25 cmbs",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1653,570,55,FALSE,Charcoal,,,,"Stratum II/III interface, Features 14 and 15, storage/ refuse pits",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1654,1610,60,FALSE,Charcoal,,,,"Stratum II, Feature 20 (refuse pit) or 21 (human burial), 21 cm floor",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,UGa-5596,409,60,FALSE,Unknown,,,,Bluestone phase,conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1652,470,75,FALSE,Charcoal,,,,"Stratum II, Feature 16, storage/ refuse pit, 50-60 cmbs",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,UGa-5595,638,75,FALSE,Unknown,,,,Bluestone phase,conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,SI-3421,745,90,FALSE,Charcoal,,,,"Stratum II, Feature 1, storage/ refuse pit, 0-10 cmbs",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,SI-3422,340,90,FALSE,Charcoal,,,,"Stratum II, Feature 1, storage/ refuse pit, greater than 40 cmbs, underwater",conventional radiometric,,,,
4362,46SU3,"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5364,WVSU3,CARD,81602,Assemblage,DIC-1555,680,165,FALSE,Charcoal,,,,"Strautm II, Feature 10, refuse pit, 0-10 cmbs",conventional radiometric,,,,
4362,46SU3,"Maslowski, 1983. ""Indian Pottery Types From the Bluestone Reservation.""",,5364,WVSU3,CARD,81602,Assemblage,DIC-1554,750,300,FALSE,Charcoal,,,,"Stratum II, Feature 7, pit, surface",conventional radiometric,,,,
4386,Dameron Rockshelter [15JO23A],"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5388,DAMERON,CARD,81648,Stratum III Feature V,SI-3683,4305,65,FALSE,Charcoal,,,,"stratum III, lower level of midden (Feature 5) on talus slope",conventional radiometric,,,,
4386,Dameron Rockshelter [15JO23A],"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5388,DAMERON,CARD,81644,Stratum III 70-80cm      ,SI-3679,4020,80,FALSE,Charcoal,,,,"stratum III, firepit Feature 4, deepest level within unit",conventional radiometric,,,,
4386,Dameron Rockshelter [15JO23A],"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5388,DAMERON,CARD,81639,Stratum III 20-30cm,SI-3684,155,85,FALSE,Charcoal,,,,"stratum III, firepit Feature 6, upper third of unit",conventional radiometric,,,,
4386,Dameron Rockshelter [15JO23A],"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5388,DAMERON,CARD,81643,Stratum III 60-70cm,SI-3687,3020,90,FALSE,Charcoal,,,,"stratum III, firepit Feature 16, lower third of unit, with thin sandstone tempered, plain pottery",conventional radiometric,,,,
4386,Dameron Rockshelter [15JO23A],"Kentucky, Ohio, and West Virginia Radiocarbon Database",,5388,DAMERON,CARD,81648,Stratum III Feature V,SI-3680,560,100,FALSE,Charcoal,,,,"stratum III, upper level of midden (Feature 5) on talus slope",conventional radiometric,,,,
4415,Back Creek Cave #2,16894,,5417,BACKCRK,researcher contributed,81699,Assemblage,CAMS-16412,17620,100,FALSE,bone,Microtus xanthognathus,Mandible,,,,,,,
4415,Back Creek Cave #2,16894,,5417,BACKCRK,researcher contributed,81699,Assemblage,CAMS-16406,520,60,FALSE,bone,Neotoma floridana,Mandible,,,,,,,
4415,Back Creek Cave #2,16894,,5417,BACKCRK,researcher contributed,81699,Assemblage,CAMS-16610,710,60,FALSE,bone,Neotoma floridana,Mandible,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,Beta-15354,1130,60,FALSE,Unknown,,,,,conventional radiometric,-27.93,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,Beta-15356,1220,60,FALSE,Unknown,,,,,conventional radiometric,-25.83,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1558,1170,60,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1559,1180,60,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1560,1240,60,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1561,1310,60,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1562,1580,60,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1563,1500,70,FALSE,Unknown,,,,,,,,,
4445,Boschert [23SC609],Emerson 2000,,5447,BOSCHERT,CARD,81732,Assemblage,LUNK-1564,1230,80,FALSE,Unknown,,,,,,,,,
4451,Bruly St. Martin [Grand Bayou] [IV 6],University of Georgia Radiocarbon Dates III,https://doi.org/10.1017/S0033822200001454,5453,BRULYMAR,lit search,81741,Unit E,UGa-335,1275,60,FALSE,charcoal,,,,,conventional radiometric,,,,
4451,Bruly St. Martin [Grand Bayou] [IV 6],University of Georgia Radiocarbon Dates III,https://doi.org/10.1017/S0033822200001454,5453,BRULYMAR,lit search,81738,Unit B,UGa-329,1240,65,FALSE,charcoal,,,,,conventional radiometric,,,,
4451,Bruly St. Martin [Grand Bayou] [IV 6],University of Georgia Radiocarbon Dates III,https://doi.org/10.1017/S0033822200001454,5453,BRULYMAR,lit search,81740,Unit D,UGa-330,1555,70,FALSE,charcoal,,,,,conventional radiometric,,,,
4451,Bruly St. Martin [Grand Bayou] [IV 6],University of Georgia Radiocarbon Dates III,https://doi.org/10.1017/S0033822200001454,5453,BRULYMAR,lit search,81739,Unit C,UGa-331,1380,185,FALSE,charcoal,,,,,conventional radiometric,,,,
4461,Mangrum [3CG636],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5476,MANGRUM,lit search,81770,Assemblage,Tx-3073,930,50,FALSE,charcoal,,,28-73cm,,conventional radiometric,,,,
4461,Mangrum [3CG636],UNIVERSITY OF TEXAS RADIOCARBON DATES XVI,https://doi.org/10.1017/S0033822200044131,5476,MANGRUM,lit search,81770,Assemblage,Tx-3074,990,60,FALSE,charcoal,,,28-73cm,,conventional radiometric,,,,
4462,Cedar Grove [3LA97],Trubowitz et al. 1983,,5477,CEDARGRV,CARD,81771,Caddo IV/V,UCLA-2357G,50,395,FALSE,Charcoal,,,,Feature 18,conventional radiometric,,,,
4462,Cedar Grove [3LA97],Trubowitz et al. 1983,,5477,CEDARGRV,CARD,81771,Caddo IV/V,UCLA-2357J,61,452,FALSE,"Charcoal, Charred Wood",,,,Feature 18,conventional radiometric,,,,
4466,Mound [40LK3],"""Prehistory of the Central Mississippi Valley"", McNutt, 1996",,5481,MOUND,lit search,81776,Feature 2,Beta-67233,740,60,FALSE,charcoal,,,,,conventional radiometric,,,,
4466,Mound [40LK3],"""Prehistory of the Central Mississippi Valley"", McNutt, 1996",,5481,MOUND,lit search,81775,Feature 1,Tx-5916,1040,60,FALSE,charcoal,,,,date rejected by author,conventional radiometric,,,,
4466,Mound [40LK3],"""Prehistory of the Central Mississippi Valley"", McNutt, 1996",,5481,MOUND,lit search,81776,Feature 2,Tx-5915,1050,70,FALSE,charcoal,,,,date rejected by author,conventional radiometric,,,,
4466,Mound [40LK3],"""Prehistory of the Central Mississippi Valley"", McNutt, 1996",,5481,MOUND,lit search,81775,Feature 1,Tx-6859,1000,200,FALSE,charcoal,,,,,conventional radiometric,,,,
4478,Alexander [3CN117],"""The historical and archaeological context of Plum Bayou culture in central Arkansas"", Nassaney, 1994",,5493,ALEXANDR,lit search,81790,Mississippian,GX8830,825,150,FALSE,,,,,,conventional radiometric,,,,
4478,Alexander [3CN117],"""The historical and archaeological context of Plum Bayou culture in central Arkansas"", Nassaney, 1994",,5493,ALEXANDR,lit search,81791,Coles Creek,GX8831,1220,160,FALSE,,,,,,conventional radiometric,,,,
4478,Alexander [3CN117],"""The historical and archaeological context of Plum Bayou culture in central Arkansas"", Nassaney, 1994",,5493,ALEXANDR,lit search,81791,Coles Creek,GX8832,1615,160,FALSE,,,,,,conventional radiometric,,,,
4482,Ink Bayou [3PU252],"""Exploring the Social Dimensions of Grog-Temper Use at the Ink Bayou Site (3PU252): A Plum Bayou Culture Site in Central Arkansas"", Drake 2001",,4482,MIDDBUTT,lit search,81804,Feature 662,SMU1524,1039,137,FALSE,hickory nut shell,Carya,,,,conventional radiometric,,,,
4518,Walker-Hooper [47GL65],University of Wisconsin Radiocarbon Dates V,https://doi.org/10.1017/S0033822200011115,5534,WALKHOOP,lit search,81855,Assemblage,WIS-268,710,45,FALSE,charcoal,,,,"Feature 8, Level 4",conventional radiometric,,,,
